,GSM2172075,GSM2172102,GSM2172173,GSM2172352,GSM2174145,GSM2174148,GSM2174150,GSM2174151,GSM2174153,GSM2174156,GSM2174158,GSM2174161,GSM2174168,GSM2174170,GSM2174171,GSM2174172,GSM2174173,GSM2174176,GSM2174177,GSM2174182,GSM2174190,GSM2174194,GSM2174195,GSM2174196,GSM2174198,GSM2174201,GSM2174204,GSM2174205,GSM2174207,GSM2174209,GSM2174213,GSM2174215,GSM2174217,GSM2174224,GSM2174229,GSM2174231,GSM2174238,GSM2174241,GSM2174242,GSM2174247,GSM2174249,GSM2174253,GSM2174255,GSM2174259,GSM2174261,GSM2174262,GSM2174263,GSM2174265,GSM2174268,GSM2174270,GSM2174276,GSM2174281,GSM2174282,GSM2174283,GSM2174285,GSM2174289,GSM2174294,GSM2174296,GSM2174299,GSM2174305,GSM2174307,GSM2174309,GSM2174310,GSM2174313,GSM2174316,GSM2174324,GSM2174325,GSM2174326,GSM2174336,GSM2174343,GSM2174346,GSM2174347,GSM2174352,GSM2174356,GSM2174358,GSM2174359,GSM2174360,GSM2174368,GSM2174370,GSM2174376,GSM2174379,GSM2174381,GSM2174383,GSM2174386,GSM2174389,GSM2174390,GSM2174403,GSM2174406,GSM2174407,GSM2174408,GSM2174416,GSM2174417,GSM2174422
Hepatoblastoma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hepatocellular_adenoma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hepatocellular_carcinoma,1,0.9864,0.984,1,1,0.0526,0.0474,0.0216,1,1,0.000600000000000045,0.9752,0.1366,1,1,0.9418,0.00339999999999996,0.1946,1,0.8196,1,1,0.0682,1,0.736,0.5538,0.1404,0.000199999999999978,0.1794,1,1,1,1,1,0.0974,1,1,1,0.0662,0.0412,1,1,0.599,1,1,0.00619999999999998,0.1352,0.3304,0.6876,0.0874,0.4334,0.301,1,1,0.0387999999999999,0.00160000000000005,1,0.000399999999999956,0.028,1,0.00580000000000003,1,1,1,0.0414,0.00939999999999996,1,1,0.9842,1,1,0.9314,1,0.3136,0.158,0.41,0.4268,0.659,1,1,1,0.1054,1,0.0782,0.2622,0.0906,0.291,0.000600000000000045,0.000600000000000045,0.1852,1,0.2124,1
Hereditary_breast_ovarian_cancer,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hereditary_coproporphyria,1,1,1,0.9966,1,0.7482,1,1,1,1,0.8262,1,1,1,1,1,0.441,0.605,1,1,1,1,1,1,0.9832,1,0.9918,1,1,0.9894,0.9182,1,1,1,0.9802,1,0.9778,0.6256,1,1,1,0.9946,1,1,1,0.962,0.9934,0.9196,1,1,1,0.9808,1,1,0.9932,0.8608,1,1,1,1,1,1,1,1,0.9252,1,1,1,1,1,1,1,0.9864,1,1,0.9706,1,1,0.3174,1,1,1,1,0.9744,1,1,1,0.6612,1,1,1,1,1
Hereditary_elliptocytosis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hereditary_hemorrhagic_telangiectasia,1,0.2854,1,1,1,1,1,1,0.9838,1,1,1,1,1,1,1,1,0.988,1,0.9984,1,1,0.996,1,1,1,0.9908,1,0.9924,1,1,1,1,1,1,1,1,1,1,1,0.9764,0.9972,0.5944,0.8572,1,1,1,1,0.9982,1,0.996,1,1,1,1,1,1,0.435,0.982,1,0.9844,1,1,1,0.9946,1,0.9608,0.9974,1,1,1,1,1,1,0.9958,1,1,0.965,0.9422,1,1,1,1,1,1,1,1,1,1,0.6608,1,1,0.415
Hereditary_mucosal_leukokeratosis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hereditary_sensory_neuropathy,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hereditary_spastic_paraplegia,0.996,0.7312,0.3458,0.2054,0.5872,0.3436,0.9114,0.6362,0.9182,0.976,0.9976,0.3362,0.1886,0.8844,0.8984,0.7228,0.5532,0.439,0.8008,0.9248,0.9374,0.3796,0.8082,0.7574,0.6656,0.86,0.9266,0.3494,0.9912,0.7552,0.4292,0.6632,0.0838,0.5602,0.979,0.8892,0.1356,0.0908,0.4058,0.796,0.3696,0.8756,0.9538,0.0852000000000001,0.2312,0.4298,0.9794,0.7198,0.1318,0.992,0.5492,0.9996,0.4276,0.426,0.9974,0.548,0.9214,0.9082,0.6868,0.5144,0.9984,0.6814,0.977,0.155,0.7698,0.1844,0.6974,0.1604,0.504,0.3832,0.169,0.4248,0.921,0.526,0.9808,0.9692,0.5614,0.6198,0.9534,0.3342,0.9668,0.6522,0.0396,0.5198,0.0402,0.2934,1,0.5296,0.7964,0.658,0.9498,0.9074,0.9976
Hereditary_spherocytosis,0.5656,0.697,1,0.8594,0.9972,1,0.2002,0.697,1,1,0.8978,1,1,1,1,0.8314,0.3834,0.8066,1,1,0.658,1,1,0.9146,0.9884,0.7254,0.9486,0.4266,1,1,0.9878,1,0.7876,1,0.8394,1,0.9952,1,1,0.709,0.844,1,0.5638,1,0.4564,0.2176,0.4234,0.8218,1,0.9174,1,0.2886,0.9644,1,0.9662,0.9926,1,1,1,0.2226,0.9012,0.1954,0.9792,1,0.0612,1,1,0.9966,1,0.8394,1,0.6482,1,0.997,1,0.4306,0.2814,0.8284,1,0.6422,1,0.092,1,0.8742,0.9062,0.5452,1,0.3722,0.9458,0.1716,1,0.9264,0.9926
Hermansky_Pudlak_syndrome,1,0.9944,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9822,1,1,0.9982,1,0.94,0.8744,0.9378,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.485,0.9658,0.9946,1,0.9152,1,0.9928,1,0.9968,1,0.9546,0.9964,1,1,1,0.9532,1,1,1,1,1,0.9424,1,1,1,1,1,1,1,1,1,0.9976,1,1,1,1,1
Hermaphroditism,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Heroin_dependence,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.6132,0.00819999999999999,1,1,1,1,1,1,1,1,1,1,0.3022,1,1,1,1,1,1,1,1,1,0.8544,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0659999999999999,1,1,1,1,0.4248,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Herpangina,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Herpes_simplex,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Herpes_zoster,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hiatus_hernia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hidradenitis_suppurativa,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hidradenoma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hidrocystoma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
High_pressure_neurological_syndrome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hirschsprung_s_disease,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Histidinemia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Histiocytosis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Histoplasmosis,1,0.5166,1,0.0618,0.9268,0,1,0.1766,1,1,0.6268,1,0.9044,1,0.2388,0.8084,0.7664,1,1,0.2948,1,0.5008,1,1,0.0884,0.6982,0.073,1,0.7606,0.5948,1,1,1,0.9858,1,1,0.0828,1,1,0.3272,1,0.7146,0.394,1,1,1,0.0155999999999999,0.4308,1,1,1,1,1,1,1,1,1,0.7978,1,1,0.9512,0.8858,1,1,0.0316,1,1,0.7406,0.3378,1,1,1,1,0.7478,1,0.3344,1,0.026,1,0.8684,1,0.00280000000000002,1,1,1,0.9824,1,0.8294,0.7696,0.2014,1,0.3614,1
Hodgkin_s_lymphoma,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hodgkin_s_lymphoma__nodular_sclerosis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Holocarboxylase_synthetase_deficiency,0.8756,0.5394,0.5112,0.1438,0.054,0.1022,0.00139999999999996,0.000199999999999978,0.000199999999999978,0.0108,1,1,1,1,1,1,0.9568,1,1,1,1,0.000199999999999978,1,0.000199999999999978,0.0600000000000001,0,0.000199999999999978,1,0.9936,1,0.0172,1,1,1,0.0214,1,1,0.1112,0.00419999999999998,0.000199999999999978,0.000199999999999978,0.013,0.0262,1,1,0.000199999999999978,0.000199999999999978,0.0387999999999999,0.00180000000000002,0.0104,0.000199999999999978,0.0104,0.076,1,1,1,1,0.5096,0.0272,1,0.00280000000000002,0.000199999999999978,1,1,0,0.1296,1,0.4468,0.0155999999999999,0.403,1,1,0.1838,1,0.376,0.000199999999999978,1,0.186,0.4992,0.0144,0.2256,0.0346,0.2544,0.0162,1,1,1,0.000199999999999978,0.00139999999999996,0.00139999999999996,1,1,0.00600000000000001
Holoprosencephaly,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Holt_Oram_syndrome,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Homocystinuria,0.00819999999999999,0.000800000000000023,0.3726,0.0112,0.9806,0.3354,0.979,0.00760000000000005,0.9368,0.9988,1,1,0.9866,1,0.6662,0.0478,0.969,0.9994,0.7444,0.0118,0.8644,0.1388,1,0.9566,0.1446,0.4356,0.959,0.9788,0.371,1,0.9972,0.723,0.034,0.9962,0.9528,1,0.835,0.8772,0.9906,0.98,0.6348,0.5536,0.9272,1,0.9802,0.6564,0.013,0.3586,0.9814,0.6722,0.93,0.9998,1,0.2572,0.0294,0.0664,1,0.0112,0.6744,1,0.6968,0.5542,1,1,0.000399999999999956,0.963,0.0394,0.759,0.8942,0.9888,0.9994,0.981,0.637,0.0786,0.9902,0.3456,0.5952,0.0234,0.9842,0.8606,0.1348,0.9988,0.8688,0.9974,1,1,1,0.9956,0.221,0.2914,1,0.9948,0.6788
Human_granulocytic_anaplasmosis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Human_immunodeficiency_virus_infectious_disease,0.6526,0.6966,1,0.1228,0.749,0.8982,0.8996,0.7642,0.8866,0.5902,0.934,0.9248,0.4406,1,0.3126,0.8986,0.3924,0.3832,0.3638,1,0.961,1,0.6804,0.5558,0.6404,0.603,0.2874,0.4676,0.5474,0.8178,0.8544,1,1,1,0.9714,1,0.559,0.8652,0.6612,0.7532,0.6622,0.9378,0.9428,1,0.4296,0.6756,0.838,0.6212,1,0.9378,0.1352,0.608,0.7288,1,0.7718,0.7566,0.7186,0.8192,0.8056,0.9522,0.8432,0.2848,0.3998,1,0.194,1,0.6954,0.8472,0.9944,0.6046,1,0.9014,0.808,0.8882,0.8268,0.8954,0.4606,0.2946,0.7458,0.7156,0.7104,0.6252,0.9166,0.9822,1,0.3298,1,0.4648,0.7976,0.9792,0.9266,0.4098,1
Human_monocytic_ehrlichiosis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Huntington_s_disease,0.9522,0.9994,0.9312,0.8774,0.8656,0.9974,0.0576,0.9638,0.8454,0.9986,0.00560000000000005,0.7252,0.6946,0.5966,0.5608,0.9688,0.9778,0.298,0.8442,0.9326,0.3766,0.983,0.8742,0.1082,0.8672,0.7658,0.000800000000000023,0.996,0.8016,0.484,0.0426,0.1378,0.9524,0.0168,0.0622,0.8772,0.714,0.0426,0.7682,0.4932,0.9974,1,0.8092,0.0374,0.05,0.0669999999999999,0.1676,0.5908,0.3898,0.899,0.0354,0.9952,0.6534,0.891,0.2198,0.81,0.5424,0.5482,0.9878,0.9024,0.000600000000000045,0.7398,0.7336,0.9984,0.415,0.5926,0.693,0.7984,0.9012,0.6016,0.8814,0.5908,0.995,0.7966,0.2422,0.9752,0.9872,0.1716,0.0916,0.9938,0.9246,0.9834,0.4088,0.1408,0.8256,0.0648,0.9606,0.9234,0.9118,0.9326,0.000600000000000045,0.1362,0.8762
Hydranencephaly,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hydrocele,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hydrocephalus,0.2248,0.6958,0.4724,0.9558,0.9984,0.9454,0.8982,0.979,0.683,0.852,0.869,0.7098,0.801,0.4348,0.57,0.0782,0.9944,0.9892,0.4054,0.9862,0.9366,0.9986,0.3424,0.6154,0.816,0.9808,0.9994,0.1978,0.4298,0.957,0.9082,1,0.9922,0.912,0.254,0.6672,0.531,0.5854,0.9372,0.5908,0.4998,0.9994,0.9912,0.959,0.9892,0.2742,0.9966,0.6742,0.9966,0.9984,0.562,0.3206,0.8658,0.6408,0.4066,0.693,0.9714,0.8916,0.9856,0.7308,0.5038,0.8058,0.8116,0.9968,0.9286,0.4058,0.5398,0.5424,0.9268,0.9976,0.6542,0.6614,0.922,0.9926,0.7298,0.7928,0.355,0.9956,0.6254,0.891,0.161,0.9384,0.4288,0.5396,0.8176,0.9646,0.5548,0.9262,0.8522,0.0974,0.9974,0.7452,0.9648
Hydrolethalus_syndrome,1,0.5988,1,1,1,1,1,0.8684,1,1,1,1,1,1,0.7802,0.613,1,1,0.9624,1,1,0.9312,0.9098,1,1,0.047,0.9438,1,1,1,1,1,0.851,1,0.9438,1,0.9852,1,0.7198,1,1,0.751,1,1,1,0.9602,1,1,1,0.9662,0.934,1,1,1,1,0.5236,1,0.3974,0.9438,0.0888,0.0852000000000001,1,0.7178,1,0.7768,0.9424,0.9776,1,0.8656,1,0.1374,1,1,0.9634,1,1,1,0.9902,0.9186,0.8854,1,0.3466,0.8116,0.8608,1,0.9154,1,0.4736,0.8712,1,0.9932,0.8834,0.6534
Hydronephrosis,1,0.2006,1,1,1,1,0.7376,1,1,1,1,1,1,1,1,0.096,1,1,1,1,1,1,1,1,1,1,0.7692,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.821,1,1,0.6282,1,1,1,1,1,1,1,1,0.821,1,1,1,1,1,0.9332,1,1,1,0.7426,1,1,1,0.6956,1,1,0.01,1,1,1,1,1,0.1612,1,1,1,1,1,1,1,1,1,0.769,1,1,1,1,1
Hyperaldosteronism,1,1,1,1,1,0.1246,1,0.1068,0.0434,1,0.1396,1,1,1,1,0.0629999999999999,0.012,1,0.0387999999999999,1,0.5516,0.0568,1,1,1,1,0.000199999999999978,0.1158,0.1668,0.2806,1,1,1,1,0.5662,1,1,0.3038,1,0.0514,0.475,1,0.0746,1,1,0.5778,1,0.1032,1,0.7796,0.4784,1,1,1,1,1,1,0.803,1,0.0854,0.3914,0.2562,1,1,0.016,0.001,0.2432,0.1464,1,1,0.5776,1,1,0.4508,1,1,0.147,0.00160000000000005,1,1,0.1558,0.00519999999999998,1,1,0.0417999999999999,0.0228,1,0.546,1,0.1388,1,1,0.0125999999999999
Hyperandrogenism,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0
Hyperargininemia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hypercalcemia,0.5358,0.8212,1,0.2014,1,0.0822000000000001,0.5912,1,0.2296,0.1602,0.00980000000000003,0.0684,0.6972,1,1,0.0102,0.2626,0.389,1,0.2366,1,0.1918,0.445,0.00160000000000005,0.017,0.0848,0.0768,0.7838,1,1,0.0816,1,1,1,0.4884,0.07,0.532,1,0.3412,1,0.00839999999999996,0.039,0.2342,0.00319999999999998,0.0124,0.2356,0.00360000000000005,0.9814,1,0.9678,0.0608,0.2614,1,1,0.73,0.6096,1,0.000199999999999978,0.9882,0.0634,0.804,0.145,0.4632,1,0.035,0.6096,1,0.941,0.0358000000000001,1,1,1,0.3768,0.5152,0.7834,0.4442,0.2772,0.4432,0.2436,0.5322,0.6586,0.0972,1,0.3072,1,1,1,0.7074,0.6124,0.3252,1,0.3896,1
Hyperglycemia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyperhomocysteinemia,0.393,0.000800000000000023,1,1,0.6148,0.000600000000000045,0.9968,0.000600000000000045,1,0.9892,1,0.8712,0.989,0.1514,0.6072,0.002,0.9914,0.9208,1,0.000600000000000045,0.9932,0.9278,1,0.8822,0.0284,0.7642,0.9974,0.9122,0.5792,1,0.989,0.982,0.1572,0.9842,0.8712,1,0.6582,1,0.9858,0.9914,0.7348,0.5992,0.1956,1,0.9356,0.2074,0,0.4814,1,0.9276,0.7328,0.997,1,1,0.2448,0.4934,0.7968,0.0116000000000001,0.2104,0.786,0.5526,0.4468,0.9034,0.9968,0.00119999999999998,0.9556,0.1424,0.7262,1,0.9862,0.9932,0.9814,0.2914,0.2192,0.997,0.038,0.2784,0.000800000000000023,0.984,0.9858,0.519,0.422,0.6684,0.2066,1,0.9994,1,0.9242,0.7774,0.0936,0.9932,1,1
Hyperinsulinemic_hypoglycemia,1,0.076,0.558,0.045,0.00460000000000005,1,1,1,0,0.00460000000000005,0,1,1,1,1,0.00180000000000002,0.6262,0.000399999999999956,0.956,1,1,0.0108,0.1246,1,0.000199999999999978,0.000600000000000045,0,0,1,0.0252,0.0454,1,1,1,1,1,0.000199999999999978,0.4244,1,0.000199999999999978,0.000800000000000023,0.039,0,0,0.000199999999999978,0,0,0.04,1,0.0102,0.0184,0.000199999999999978,1,0.00460000000000005,1,1,1,0.00239999999999996,0,0,1,1,0.0238,1,0.000199999999999978,1,1,0.0222,1,0.1918,1,1,0.1264,0.0558,0.0669999999999999,0,0.000199999999999978,0.00219999999999998,0.0222,1,0,0,0.0306,0,0.00560000000000005,0.2414,0.0234,1,0.0548,1,1,1,1
Hyperinsulinism,0.00619999999999998,0.000800000000000023,0.000800000000000023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyperkalemic_periodic_paralysis,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Hyperlysinemia,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
